matchId,homeTeam,awayTeam,side,teamName,eventId,playerId,playerName,minute,second,x,y,period,type,outcomeType,qualifiers,length,angle,endX,endY
1903429,Man City,Nottingham Forest,home,Man City,267,303139.0,Rodri,20,8.0,24.0,89.8,FirstHalf,Pass,Successful,"Angle, PassEndY, Length, Zone, PassEndX",18.5,5.73,39.0,75.6
1903429,Man City,Nottingham Forest,home,Man City,268,386153.0,Rayan Cherki,20,17.0,55.1,54.9,FirstHalf,Pass,Successful,"Zone, PassEndY, Angle, Length, PassEndX",31.5,5.03,64.6,10.9
1903429,Man City,Nottingham Forest,home,Man City,269,394933.0,Matheus Nunes,20,23.0,65.1,18.9,FirstHalf,Pass,Successful,"Angle, PassEndX, Length, PassEndY, Zone",6.3,1.35,66.4,27.9
1903429,Man City,Nottingham Forest,home,Man City,270,386153.0,Rayan Cherki,20,25.0,68.2,30.3,FirstHalf,Pass,Successful,"Angle, PassEndX, Length, PassEndY, Zone",15.0,5.41,77.4,13.5
1903429,Man City,Nottingham Forest,home,Man City,271,394933.0,Matheus Nunes,20,31.0,86.0,12.9,FirstHalf,Pass,Successful,"Length, PassEndY, Zone, PassEndX, Angle",19.6,2.36,72.7,33.1
1903429,Man City,Nottingham Forest,home,Man City,272,386153.0,Rayan Cherki,20,34.0,72.7,34.5,FirstHalf,Pass,Successful,"Angle, Zone, Length, PassEndY, PassEndX",12.6,2.04,67.3,51.1
1903429,Man City,Nottingham Forest,home,Man City,277,136741.0,Bernardo Silva,20,47.0,70.4,34.3,FirstHalf,Pass,Successful,"PassEndX, Length, Angle, Zone, PassEndY",24.7,5.60,88.7,11.4
1903429,Man City,Nottingham Forest,home,Man City,278,394933.0,Matheus Nunes,20,50.0,89.6,14.1,FirstHalf,Pass,Successful,"Zone, Angle, Length, PassEndX, PassEndY",6.8,2.66,83.9,18.7
1903429,Man City,Nottingham Forest,home,Man City,279,386153.0,Rayan Cherki,20,53.0,83.9,18.7,FirstHalf,Pass,Successful,"Zone, Length, Angle, PassEndX, PassEndY",13.6,1.99,78.6,36.9
1903429,Man City,Nottingham Forest,home,Man City,280,331254.0,Phil Foden,20,55.0,78.6,36.9,FirstHalf,Pass,Successful,"PassEndX, PassEndY, Length, Zone, Angle",17.8,4.27,71.3,13.2
1903429,Man City,Nottingham Forest,home,Man City,281,303139.0,Rodri,20,57.0,71.3,13.2,FirstHalf,Pass,Successful,"PassEndX, PassEndY, Angle, Length, Zone",18.1,6.04,88.0,6.7
1903429,Man City,Nottingham Forest,home,Man City,282,394933.0,Matheus Nunes,21,0.0,87.7,10.2,FirstHalf,Pass,Successful,"PassEndY, Zone, Angle, Length, PassEndX, ShotAssist, KeyPass",21.7,2.35,73.2,33.0
1903429,Man City,Nottingham Forest,home,Man City,283,331254.0,Phil Foden,21,2.0,73.6,37.8,FirstHalf,MissedShots,Successful,"IndividualPlay, LeftFoot, RegularPlay, GoalMouthZ, RelatedEventId, GoalMouthY, OutOfBoxCentre, Zone, Assisted, HighLeft",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,158,78386.0,Matz Sels,21,26.0,3.3,48.7,FirstHalf,Pass,Successful,"Length, Zone, PassEndX, GoalKick, PassEndY, Angle",12.7,5.27,9.7,32.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,159,319785.0,Nikola Milenkovic,21,27.0,11.0,32.6,FirstHalf,Pass,Successful,"Length, PassEndX, Zone, Angle, PassEndY",16.7,5.01,15.7,9.1
1903429,Man City,Nottingham Forest,away,Nottingham Forest,160,443545.0,Jair Cunha,21,28.0,15.7,9.1,FirstHalf,Pass,Unsuccessful,"Longball, PassEndX, Length, Angle, PassEndY, Zone",46.2,0.21,58.7,23.3
1903429,Man City,Nottingham Forest,home,Man City,285,374631.0,Marc Guéhi,21,30.0,41.2,72.4,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,home,Man City,286,374631.0,Marc Guéhi,21,31.0,42.3,73.5,FirstHalf,Pass,Successful,"Length, Angle, PassEndX, PassEndY, Zone",14.9,1.62,41.6,95.4
1903429,Man City,Nottingham Forest,home,Man City,287,355401.0,Rayan Aït-Nouri,21,36.0,40.6,70.6,FirstHalf,Pass,Successful,"Zone, Angle, Length, PassEndY, PassEndX",29.0,4.72,40.9,27.9
1903429,Man City,Nottingham Forest,home,Man City,288,394933.0,Matheus Nunes,21,43.0,65.9,24.7,FirstHalf,Pass,Successful,"PassEndY, Zone, Angle, PassEndX, Length",17.0,5.58,78.2,8.5
1903429,Man City,Nottingham Forest,home,Man City,289,136741.0,Bernardo Silva,21,47.0,81.8,16.6,FirstHalf,Pass,Successful,"Length, PassEndX, Zone, PassEndY, Angle",15.5,0.55,94.4,28.5
1903429,Man City,Nottingham Forest,home,Man City,290,394933.0,Matheus Nunes,21,49.0,96.6,25.5,FirstHalf,Pass,Unsuccessful,"Offensive, Length, PassEndX, OppositeRelatedEvent, Zone, Angle, PassEndY",3.0,2.04,95.3,29.5
1903429,Man City,Nottingham Forest,away,Nottingham Forest,161,402596.0,Elliot Anderson,21,49.0,4.7,70.5,FirstHalf,BlockedPass,Successful,"OppositeRelatedEvent, Zone, Defensive",,,,
1903429,Man City,Nottingham Forest,home,Man City,291,394933.0,Matheus Nunes,21,53.0,94.8,16.8,FirstHalf,Pass,Successful,"PassEndX, Length, PassEndY, Angle, Zone",17.5,2.95,78.4,21.6
1903429,Man City,Nottingham Forest,home,Man City,292,136741.0,Bernardo Silva,21,54.0,78.4,21.6,FirstHalf,Pass,Successful,"Zone, Angle, Length, PassEndY, PassEndX",8.2,1.57,78.4,33.6
1903429,Man City,Nottingham Forest,home,Man City,293,331254.0,Phil Foden,21,56.0,78.4,33.1,FirstHalf,Pass,Successful,"Zone, PassEndY, Angle, PassEndX, Length",15.2,5.43,87.9,16.2
1903429,Man City,Nottingham Forest,home,Man City,294,394933.0,Matheus Nunes,21,59.0,87.0,16.2,FirstHalf,Pass,Successful,"Zone, Length, PassEndY, Angle, PassEndX",16.1,2.88,72.2,22.3
1903429,Man City,Nottingham Forest,home,Man City,295,331254.0,Phil Foden,22,2.0,72.2,22.3,FirstHalf,Pass,Successful,"PassEndY, Angle, Length, PassEndX, Longball, Zone",32.7,1.65,69.7,70.2
1903429,Man City,Nottingham Forest,home,Man City,296,355401.0,Rayan Aït-Nouri,22,9.0,70.2,33.9,FirstHalf,Pass,Successful,"Angle, Length, PassEndX, ShotAssist, PassEndY, Zone, KeyPass",11.5,5.24,75.7,19.3
1903429,Man City,Nottingham Forest,home,Man City,297,136741.0,Bernardo Silva,22,15.0,81.2,39.5,FirstHalf,SavedShot,Successful,"OppositeRelatedEvent, BlockedX, GoalMouthZ, GoalMouthY, Assisted, RegularPlay, OutOfBoxCentre, LowLeft, RelatedEventId, Blocked, LeftFoot, BlockedY, Zone, IndividualPlay",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,162,319785.0,Nikola Milenkovic,22,15.0,11.8,55.4,FirstHalf,Save,Successful,"OppositeRelatedEvent, OutfielderBlock, Zone",,,,
1903429,Man City,Nottingham Forest,home,Man City,304,136741.0,Bernardo Silva,22,17.0,78.6,40.9,FirstHalf,Pass,Successful,"Chipped, Length, PassEndX, Zone, Angle, PassEndY",20.3,2.93,59.7,47.1
1903429,Man City,Nottingham Forest,home,Man City,298,303139.0,Rodri,22,21.0,55.2,58.5,FirstHalf,Pass,Successful,"Angle, Chipped, PassEndY, Zone, Length, PassEndX, Longball",32.3,3.24,24.6,53.8
1903429,Man City,Nottingham Forest,home,Man City,299,262515.0,Gianluigi Donnarumma,22,25.0,25.6,42.7,FirstHalf,Pass,Successful,"Length, Zone, PassEndY, Angle, PassEndX",25.7,5.80,47.3,25.3
1903429,Man City,Nottingham Forest,home,Man City,300,313171.0,Rúben Dias,22,27.0,47.2,25.3,FirstHalf,Pass,Successful,"Length, PassEndX, Angle, Zone, PassEndY",22.7,5.91,67.3,13.0
1903429,Man City,Nottingham Forest,home,Man City,301,136741.0,Bernardo Silva,22,35.0,75.3,18.9,FirstHalf,Pass,Successful,"Length, PassEndX, PassEndY, Angle, Zone",15.5,5.89,88.9,10.2
1903429,Man City,Nottingham Forest,home,Man City,302,394933.0,Matheus Nunes,22,39.0,88.9,10.2,FirstHalf,Pass,Successful,"Angle, PassEndX, Length, Zone, ShotAssist, PassEndY, KeyPass",29.3,2.15,73.6,46.3
1903429,Man City,Nottingham Forest,home,Man City,303,331254.0,Phil Foden,22,42.0,73.6,46.3,FirstHalf,SavedShot,Successful,"LowRight, BlockedX, RegularPlay, Assisted, OutOfBoxCentre, LeftFoot, GoalMouthY, GoalMouthZ, Zone, RelatedEventId, OppositeRelatedEvent, IndividualPlay, BlockedY",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,164,78386.0,Matz Sels,22,42.0,2.1,49.5,FirstHalf,Save,Successful,"Zone, OppositeRelatedEvent, ParriedSafe, Hands, KeeperSaveObox",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,165,78386.0,Matz Sels,22,50.0,6.3,46.7,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,166,78386.0,Matz Sels,22,55.0,10.0,44.8,FirstHalf,Pass,Successful,"PassEndX, KeeperThrow, Angle, Length, PassEndY, Zone",23.0,4.95,15.1,11.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,351,443545.0,Jair Cunha,22,57.0,16.7,13.9,FirstHalf,Pass,Successful,"PassEndX, Angle, PassEndY, Zone, Length",15.0,2.34,6.7,29.7
1903429,Man City,Nottingham Forest,away,Nottingham Forest,167,319785.0,Nikola Milenkovic,23,1.0,9.4,31.1,FirstHalf,Pass,Unsuccessful,"Chipped, PassEndY, Angle, Zone, Longball, PassEndX, Length",68.6,0.77,56.2,100.0
1903429,Man City,Nottingham Forest,home,Man City,306,313171.0,Rúben Dias,23,9.0,38.2,0.0,FirstHalf,Pass,Successful,"PassEndY, ThrowIn, PassEndX, Angle, Length, Zone",8.1,1.07,41.9,9.4
1903429,Man City,Nottingham Forest,home,Man City,307,394933.0,Matheus Nunes,23,13.0,43.2,12.9,FirstHalf,Pass,Successful,"PassEndX, Length, Zone, Angle, PassEndY",9.1,1.90,40.4,25.5
1903429,Man City,Nottingham Forest,home,Man City,308,303139.0,Rodri,23,15.0,42.6,29.2,FirstHalf,Pass,Successful,"Length, PassEndX, Zone, Angle, PassEndY",21.6,1.62,41.6,60.9
1903429,Man City,Nottingham Forest,home,Man City,309,374631.0,Marc Guéhi,23,18.0,48.0,56.5,FirstHalf,Pass,Unsuccessful,"PassEndY, Zone, Angle, Longball, Length, Chipped, PassEndX",45.3,6.16,90.8,48.3
1903429,Man City,Nottingham Forest,away,Nottingham Forest,169,78386.0,Matz Sels,23,22.0,6.8,58.0,FirstHalf,KeeperPickup,Successful,,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,170,78386.0,Matz Sels,23,31.0,9.2,57.4,FirstHalf,Pass,Successful,"PassEndX, Zone, Length, PassEndY, Angle, KeeperThrow",24.2,0.06,32.2,59.7
1903429,Man City,Nottingham Forest,away,Nottingham Forest,171,328075.0,Ibrahim Sangaré,23,33.0,31.6,60.2,FirstHalf,Pass,Successful,"PassEndY, Zone, Angle, Length, PassEndX",18.0,1.41,34.3,86.4
1903429,Man City,Nottingham Forest,away,Nottingham Forest,172,386969.0,Neco Williams,23,38.0,37.8,87.1,FirstHalf,Pass,Successful,"PassEndY, Angle, PassEndX, Length, Zone",12.1,3.49,27.0,81.1
1903429,Man City,Nottingham Forest,away,Nottingham Forest,173,445424.0,Murillo,23,40.0,20.3,78.7,FirstHalf,Pass,Successful,"PassEndY, Angle, PassEndX, Length, Zone",19.7,4.03,8.5,56.2
1903429,Man City,Nottingham Forest,away,Nottingham Forest,174,78386.0,Matz Sels,23,44.0,8.9,56.7,FirstHalf,Pass,Successful,"Angle, PassEndY, Zone, Length, PassEndX, Longball",38.7,0.07,45.7,60.8
1903429,Man City,Nottingham Forest,away,Nottingham Forest,175,397497.0,Igor Jesus,23,47.0,45.7,60.8,FirstHalf,Aerial,Successful,"Defensive, OppositeRelatedEvent, Zone",,,,
1903429,Man City,Nottingham Forest,home,Man City,310,313171.0,Rúben Dias,23,47.0,54.3,39.2,FirstHalf,Aerial,Unsuccessful,"OppositeRelatedEvent, Zone, Offensive",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,176,397497.0,Igor Jesus,23,48.0,45.7,60.8,FirstHalf,Pass,Unsuccessful,"Angle, Zone, HeadPass, PassEndY, Length, PassEndX",10.4,0.86,52.2,72.4
1903429,Man City,Nottingham Forest,home,Man City,311,394933.0,Matheus Nunes,23,50.0,46.7,20.8,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,home,Man City,312,394933.0,Matheus Nunes,23,50.0,46.7,20.8,FirstHalf,Pass,Successful,"PassEndX, Length, Angle, Zone, PassEndY",9.3,0.77,53.1,30.3
1903429,Man City,Nottingham Forest,away,Nottingham Forest,177,328075.0,Ibrahim Sangaré,23,52.0,43.5,61.7,FirstHalf,Challenge,Unsuccessful,"Zone, Defensive, OppositeRelatedEvent",,,,
1903429,Man City,Nottingham Forest,home,Man City,313,331254.0,Phil Foden,23,52.0,56.5,38.3,FirstHalf,TakeOn,Successful,"OppositeRelatedEvent, Offensive, Zone",,,,
1903429,Man City,Nottingham Forest,home,Man City,314,331254.0,Phil Foden,23,54.0,55.3,40.8,FirstHalf,Pass,Successful,"PassEndY, Zone, Angle, PassEndX, Length",12.4,0.44,66.0,48.6
1903429,Man City,Nottingham Forest,home,Man City,315,136741.0,Bernardo Silva,23,57.0,66.0,48.6,FirstHalf,Pass,Successful,"Angle, PassEndY, Zone, Length, PassEndX",2.7,0.74,67.9,51.3
1903429,Man City,Nottingham Forest,home,Man City,316,357073.0,Antoine Semenyo,23,58.0,68.0,51.3,FirstHalf,Pass,Unsuccessful,"Zone, Length, Throughball, PassEndX, PassEndY, Angle",19.1,6.20,86.1,48.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,179,319785.0,Nikola Milenkovic,24,1.0,14.2,51.1,FirstHalf,Foul,Successful,"Zone, Defensive, OppositeRelatedEvent, Foul",,,,
1903429,Man City,Nottingham Forest,home,Man City,317,315227.0,Erling Haaland,24,1.0,85.8,48.9,FirstHalf,Foul,Unsuccessful,"Zone, Foul, Offensive, OppositeRelatedEvent",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,180,78386.0,Matz Sels,24,24.0,12.7,54.2,FirstHalf,Pass,Successful,"Length, PassEndX, FreekickTaken, Longball, PassEndY, Angle, Zone",35.0,0.27,44.8,67.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,702,397497.0,Igor Jesus,24,25.0,47.2,76.6,FirstHalf,BallTouch,Successful,Zone,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,181,332867.0,Morgan Gibbs-White,24,31.0,43.1,70.5,FirstHalf,BallTouch,Successful,Zone,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,182,386969.0,Neco Williams,24,32.0,41.0,88.1,FirstHalf,Pass,Successful,"Angle, Length, PassEndX, PassEndY, Zone",13.7,4.00,32.5,72.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,183,402596.0,Elliot Anderson,24,32.0,32.6,74.7,FirstHalf,Pass,Successful,"PassEndY, Angle, Zone, Length, PassEndX",11.7,1.78,30.3,91.5
1903429,Man City,Nottingham Forest,away,Nottingham Forest,184,445424.0,Murillo,24,36.0,30.7,91.7,FirstHalf,BallTouch,Unsuccessful,Zone,,,,
1903429,Man City,Nottingham Forest,home,Man City,320,394933.0,Matheus Nunes,24,43.0,70.3,0.0,FirstHalf,Pass,Successful,"Length, PassEndX, ThrowIn, PassEndY, Zone, Angle",12.1,2.55,60.7,9.4
1903429,Man City,Nottingham Forest,home,Man City,321,136741.0,Bernardo Silva,24,44.0,60.7,9.4,FirstHalf,Pass,Successful,"Angle, PassEndX, PassEndY, Length, Zone",5.2,4.92,61.7,1.9
1903429,Man City,Nottingham Forest,home,Man City,322,394933.0,Matheus Nunes,24,45.0,61.7,1.9,FirstHalf,Pass,Unsuccessful,"PassEndY, OppositeRelatedEvent, Zone, Length, Offensive, PassEndX, Angle",2.7,0.70,63.7,4.5
1903429,Man City,Nottingham Forest,away,Nottingham Forest,186,402596.0,Elliot Anderson,24,45.0,36.3,95.5,FirstHalf,BlockedPass,Successful,"Zone, OppositeRelatedEvent, Defensive",,,,
1903429,Man City,Nottingham Forest,home,Man City,324,394933.0,Matheus Nunes,24,49.0,63.1,0.0,FirstHalf,Pass,Successful,"ThrowIn, PassEndY, Angle, Length, Zone, PassEndX",5.3,1.79,62.0,6.4
1903429,Man City,Nottingham Forest,home,Man City,325,136741.0,Bernardo Silva,24,50.0,62.0,6.4,FirstHalf,Pass,Successful,"Angle, Length, PassEndY, Zone, PassEndX",4.6,5.71,65.7,2.7
1903429,Man City,Nottingham Forest,home,Man City,326,394933.0,Matheus Nunes,24,52.0,64.2,6.7,FirstHalf,Pass,Successful,"Zone, PassEndY, Angle, PassEndX, Length",13.5,1.45,65.8,26.4
1903429,Man City,Nottingham Forest,home,Man City,327,331254.0,Phil Foden,24,54.0,65.8,26.4,FirstHalf,Pass,Successful,"Zone, Angle, Length, PassEndX, PassEndY",16.2,2.60,52.6,38.7
1903429,Man City,Nottingham Forest,home,Man City,328,303139.0,Rodri,24,55.0,55.6,33.2,FirstHalf,Dispossessed,Successful,"Zone, OppositeRelatedEvent, Offensive",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,700,334653.0,Nicolás Domínguez,24,55.0,44.4,66.8,FirstHalf,Tackle,Successful,"OppositeRelatedEvent, StandingSave, Zone, Defensive",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,189,334653.0,Nicolás Domínguez,24,57.0,55.9,71.1,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,190,334653.0,Nicolás Domínguez,25,0.0,76.9,54.7,FirstHalf,Pass,Successful,"PassEndY, Zone, Length, Angle, ShotAssist, IntentionalAssist, PassEndX, KeyPass",13.4,0.53,87.9,64.7
1903429,Man City,Nottingham Forest,away,Nottingham Forest,191,332867.0,Morgan Gibbs-White,25,3.0,87.9,64.7,FirstHalf,SavedShot,Successful,"BlockedY, RelatedEventId, BoxLeft, OppositeRelatedEvent, Assisted, FastBreak, BlockedX, GoalMouthZ, GoalMouthY, FirstTouch, RightFoot, IntentionalAssist, LowCentre, Zone",,,,
1903429,Man City,Nottingham Forest,home,Man City,329,262515.0,Gianluigi Donnarumma,25,3.0,2.6,47.6,FirstHalf,Save,Successful,"Hands, DivingSave, Zone, Collected, OppositeRelatedEvent, KeeperSaveInTheBox",,,,
1903429,Man City,Nottingham Forest,home,Man City,330,262515.0,Gianluigi Donnarumma,25,3.0,1.1,48.9,FirstHalf,KeeperPickup,Successful,,,,,
1903429,Man City,Nottingham Forest,home,Man City,332,262515.0,Gianluigi Donnarumma,25,6.0,11.1,53.6,FirstHalf,Pass,Successful,"KeeperThrow, PassEndX, Length, Angle, Zone, PassEndY",29.2,0.99,26.4,89.5
1903429,Man City,Nottingham Forest,home,Man City,333,355401.0,Rayan Aït-Nouri,25,13.0,26.4,89.5,FirstHalf,Pass,Successful,"Zone, PassEndX, Angle, Length, PassEndY",11.5,4.76,26.9,72.6
1903429,Man City,Nottingham Forest,home,Man City,334,374631.0,Marc Guéhi,25,18.0,30.9,60.4,FirstHalf,Pass,Successful,"Zone, PassEndY, Angle, PassEndX, Length",27.8,4.98,37.8,21.0
1903429,Man City,Nottingham Forest,home,Man City,335,394933.0,Matheus Nunes,25,21.0,56.4,15.0,FirstHalf,Pass,Successful,"PassEndY, Length, Zone, PassEndX, Angle",12.9,5.73,66.9,5.1
1903429,Man City,Nottingham Forest,home,Man City,336,136741.0,Bernardo Silva,25,28.0,73.3,11.4,FirstHalf,Pass,Successful,"PassEndX, Angle, Length, PassEndY, Zone",18.4,6.25,90.8,10.5
1903429,Man City,Nottingham Forest,home,Man City,337,394933.0,Matheus Nunes,25,31.0,90.0,8.1,FirstHalf,Pass,Unsuccessful,"OppositeRelatedEvent, Zone, PassEndY, Offensive, PassEndX, Length, Angle",4.2,3.17,86.0,7.9
1903429,Man City,Nottingham Forest,away,Nottingham Forest,192,402596.0,Elliot Anderson,25,31.0,14.0,92.1,FirstHalf,BlockedPass,Successful,"Zone, OppositeRelatedEvent, Defensive",,,,
1903429,Man City,Nottingham Forest,home,Man City,339,136741.0,Bernardo Silva,25,39.0,73.3,0.0,FirstHalf,Pass,Successful,"Zone, PassEndY, Angle, Length, ThrowIn, PassEndX",17.9,2.82,57.1,7.2
1903429,Man City,Nottingham Forest,home,Man City,340,313171.0,Rúben Dias,25,41.0,57.1,7.2,FirstHalf,Pass,Successful,"PassEndY, Angle, PassEndX, Zone, Length",9.2,6.13,65.8,5.1
1903429,Man City,Nottingham Forest,home,Man City,341,136741.0,Bernardo Silva,25,46.0,76.2,10.3,FirstHalf,Pass,Successful,"PassEndX, Length, PassEndY, Zone, Angle",7.0,5.68,81.7,4.5
1903429,Man City,Nottingham Forest,home,Man City,342,394933.0,Matheus Nunes,25,49.0,81.7,4.5,FirstHalf,Pass,Successful,"Angle, PassEndY, Length, Zone, PassEndX",17.2,2.31,70.7,23.2
1903429,Man City,Nottingham Forest,home,Man City,343,331254.0,Phil Foden,25,51.0,70.7,23.2,FirstHalf,Pass,Successful,"PassEndY, PassEndX, Angle, Zone, Length",27.1,1.57,70.6,63.0
1903429,Man City,Nottingham Forest,home,Man City,344,386153.0,Rayan Cherki,25,55.0,70.0,56.7,FirstHalf,Pass,Successful,"PassEndY, Angle, PassEndX, Zone, Length",7.1,1.77,68.7,66.9
1903429,Man City,Nottingham Forest,home,Man City,345,355401.0,Rayan Aït-Nouri,26,4.0,66.1,80.5,FirstHalf,Pass,Successful,"PassEndY, PassEndX, Angle, Length, Zone",15.0,4.15,58.5,61.9
1903429,Man City,Nottingham Forest,home,Man City,346,374631.0,Marc Guéhi,26,6.0,61.7,60.0,FirstHalf,Pass,Successful,"PassEndX, Angle, Zone, Length, PassEndY",7.1,5.78,67.6,55.0
1903429,Man City,Nottingham Forest,home,Man City,347,386153.0,Rayan Cherki,26,7.0,67.6,55.0,FirstHalf,Pass,Successful,"LayOff, Length, PassEndX, Zone, Angle, PassEndY",18.3,3.69,52.8,40.9
1903429,Man City,Nottingham Forest,home,Man City,348,313171.0,Rúben Dias,26,9.0,52.8,40.9,FirstHalf,Pass,Successful,"Zone, PassEndX, Angle, Length, PassEndY",13.3,5.54,62.1,27.7
1903429,Man City,Nottingham Forest,home,Man City,349,394933.0,Matheus Nunes,26,13.0,67.3,23.8,FirstHalf,Pass,Successful,"Angle, PassEndY, PassEndX, Zone, Length",22.9,5.67,85.2,4.5
1903429,Man City,Nottingham Forest,home,Man City,350,136741.0,Bernardo Silva,26,23.0,91.1,21.4,FirstHalf,Pass,Unsuccessful,"OppositeRelatedEvent, Angle, PassEndY, LeftFoot, Zone, Cross, Offensive, PassEndX, Length",1.8,1.86,90.6,24.0
1903429,Man City,Nottingham Forest,away,Nottingham Forest,195,386969.0,Neco Williams,26,23.0,9.4,76.0,FirstHalf,Clearance,Successful,"Zone, BlockedCross, OppositeRelatedEvent",,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,196,386969.0,Neco Williams,26,27.0,11.9,95.6,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,197,386969.0,Neco Williams,26,27.0,11.9,95.6,FirstHalf,Pass,Successful,"Angle, PassEndY, Zone, PassEndX, Length",10.9,5.38,18.3,83.0
1903429,Man City,Nottingham Forest,away,Nottingham Forest,198,402596.0,Elliot Anderson,26,29.0,18.8,83.5,FirstHalf,Pass,Successful,"Angle, PassEndX, PassEndY, Zone, Length",10.3,4.10,13.2,71.1
1903429,Man City,Nottingham Forest,away,Nottingham Forest,199,445424.0,Murillo,26,31.0,13.2,71.1,FirstHalf,Pass,Unsuccessful,"Zone, Angle, Length, PassEndX, PassEndY, Longball",33.5,6.26,45.1,70.0
1903429,Man City,Nottingham Forest,home,Man City,351,313171.0,Rúben Dias,26,33.0,57.0,33.1,FirstHalf,Pass,Successful,"Angle, PassEndY, Zone, HeadPass, PassEndX, Length",11.0,5.57,64.9,22.5
1903429,Man City,Nottingham Forest,home,Man City,352,386153.0,Rayan Cherki,26,36.0,63.4,19.6,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,home,Man City,353,386153.0,Rayan Cherki,26,36.0,63.4,19.6,FirstHalf,Pass,Successful,"PassEndX, Length, PassEndY, Angle, Zone",13.1,5.28,70.1,3.3
1903429,Man City,Nottingham Forest,home,Man City,354,394933.0,Matheus Nunes,26,40.0,78.0,9.3,FirstHalf,Pass,Successful,"Length, PassEndX, Zone, PassEndY, Angle",12.1,2.85,67.0,14.4
1903429,Man City,Nottingham Forest,home,Man City,355,386153.0,Rayan Cherki,26,46.0,70.7,27.7,FirstHalf,Pass,Successful,"Angle, Zone, PassEndY, Length, PassEndX",19.6,5.63,85.5,10.2
1903429,Man City,Nottingham Forest,home,Man City,356,394933.0,Matheus Nunes,26,49.0,85.5,10.2,FirstHalf,Pass,Unsuccessful,"Chipped, PassEndX, Angle, Cross, PassEndY, RightFoot, Length, Zone",31.5,1.48,88.2,56.4
1903429,Man City,Nottingham Forest,away,Nottingham Forest,200,443545.0,Jair Cunha,26,52.0,11.0,45.5,FirstHalf,Clearance,Successful,"PassEndY, Head, Length, Zone, PassEndX, Angle",16.7,0.22,26.5,50.8
1903429,Man City,Nottingham Forest,away,Nottingham Forest,201,332867.0,Morgan Gibbs-White,26,54.0,25.5,52.3,FirstHalf,BallTouch,Unsuccessful,Zone,,,,
1903429,Man City,Nottingham Forest,home,Man City,357,374631.0,Marc Guéhi,26,56.0,58.7,48.0,FirstHalf,Pass,Successful,"PassEndX, Angle, Length, Zone, PassEndY",18.4,5.12,65.7,23.2
1903429,Man City,Nottingham Forest,home,Man City,358,386153.0,Rayan Cherki,27,0.0,74.8,26.7,FirstHalf,Pass,Successful,"PassEndX, Angle, Length, PassEndY, Zone",19.9,5.68,90.4,10.2
1903429,Man City,Nottingham Forest,home,Man City,359,394933.0,Matheus Nunes,27,3.0,90.4,10.2,FirstHalf,Pass,Successful,"Angle, PassEndY, PassEndX, Length, Zone",11.2,0.83,97.6,22.3
1903429,Man City,Nottingham Forest,home,Man City,360,331254.0,Phil Foden,27,6.0,97.6,22.3,FirstHalf,Pass,Unsuccessful,"Length, Zone, PassEndY, Angle, PassEndX",15.2,2.25,88.5,39.7
1903429,Man City,Nottingham Forest,away,Nottingham Forest,202,334653.0,Nicolás Domínguez,27,8.0,9.1,62.0,FirstHalf,Pass,Successful,"PassEndY, Zone, PassEndX, Angle, Length",14.8,1.94,4.0,82.3
1903429,Man City,Nottingham Forest,away,Nottingham Forest,203,386969.0,Neco Williams,27,9.0,4.0,82.3,FirstHalf,BallRecovery,Successful,,,,,
1903429,Man City,Nottingham Forest,away,Nottingham Forest,204,386969.0,Neco Williams,27,10.0,5.5,83.2,FirstHalf,Pass,Successful,"Longball, Zone, Angle, PassEndY, Length, PassEndX",40.1,0.11,43.5,89.6
1903429,Man City,Nottingham Forest,away,Nottingham Forest,205,397497.0,Igor Jesus,27,14.0,43.5,89.6,FirstHalf,BallTouch,Successful,Zone,,,,
